Color_exterior,Color_interior,Comfort,Entertainment,Extras,Fuel,Gearbox,Initial_registration,Mileage,Owners,Power,Security,Seller,price
Schwarz,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Radio,USB,W-Lan / Wifi Hotspot","Alufelgen (16""),Elektronische Parkbremse,Innenspiegel automatisch abblendend,Partikelfilter,Winterpaket",Diesel,Schaltgetriebe,07/2020,33060,,110 kW (150 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,21450
Weiß,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,E10-geeignet,Elektronische Parkbremse,Pannenkit,Touchscreen",Benzin,Schaltgetriebe,02/2021,66451,1,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Tagfahrlicht,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,17950
Schwarz,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,E10-geeignet,Elektronische Parkbremse,Touchscreen",Benzin,Automatik,07/2021,37340,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,20390
Schwarz,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,E10-geeignet,Elektronische Parkbremse,Innenspiegel automatisch abblendend,Touchscreen",Benzin,Schaltgetriebe,12/2021,33898,1,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,19260
Weiß,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Panoramadach,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,E10-geeignet,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,05/2021,24018,,100 kW (136 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,23240
Weiß,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,USB","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Partikelfilter,Raucherpaket,Sommerreifen,Sportpaket,Sportsitze",Diesel,Schaltgetriebe,09/2017,63692,,110 kW (150 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Fernlichtassistent,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Servolenkung,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,17420
Schwarz,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,E10-geeignet,Elektronische Parkbremse,Partikelfilter,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,06/2021,22469,,100 kW (136 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Voll-LED Scheinwerfer,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,23590
Weiß,Alcantara,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,USB","Alufelgen (17""),Gepäckraumabtrennung,Scheinwerferreinigung,Sportfahrwerk,Sportsitze,Sprachsteuerung",Benzin,Schaltgetriebe,06/2014,136240,2,125 kW (170 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,13890
Grau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederausstattung,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio","Alufelgen,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Sportfahrwerk,Sportpaket,Sportsitze",Benzin,Automatik,04/2013,110000,,125 kW (170 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,Kurvenlicht,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,14990
Schwarz,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Musikstreaming integriert",Alufelgen,Benzin,Schaltgetriebe,10/2017,95000,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kurvenlicht,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13475
Grau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Beheizbares Lenkrad,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Apple CarPlay,Bluetooth,Bordcomputer,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,USB,W-Lan / Wifi Hotspot","Alufelgen (17""),Ambientebeleuchtung,E10-geeignet,Innenspiegel automatisch abblendend,Pannenkit,Partikelfilter,Sportfahrwerk,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,10/2019,26400,1,103 kW (140 PS),"ABS,Abstandstempomat,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,23880
Weiß,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Musikstreaming integriert","Alufelgen,Anhängerkupplung,Innenspiegel automatisch abblendend,Sportsitze",Benzin,Automatik,07/2017,84930,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,LED-Scheinwerfer,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Zentralverriegelung",Händler,16980
Schwarz,Grau,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument","Allwetterreifen,Alufelgen (16""),E10-geeignet,Elektronische Parkbremse,Innenspiegel automatisch abblendend,Pannenkit,Partikelfilter,Sprachsteuerung,Touchscreen,Winterpaket",Benzin,Schaltgetriebe,07/2022,72406,,100 kW (136 PS),"ABS,Abstandstempomat,Abstandswarner,Beifahrerairbag,Blendfreies Fernlicht,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,18297
Grau,Sonstige,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,E10-geeignet,Partikelfilter,Sommerreifen,Sprachsteuerung,Touchscreen",Benzin,Automatik,04/2021,26913,,100 kW (136 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,22590
Weiß,Stoff,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,Freisprecheinrichtung,Radio","Alufelgen,Sportsitze",Benzin,Automatik,06/2020,90500,1,103 kW (140 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,17860
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Lederausstattung,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Diesel,Schaltgetriebe,09/2021,49074,,110 kW (150 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,23890
Schwarz,Teilleder,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Einparkhilfe selbstlenkendes System,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Musikstreaming integriert,Soundsystem,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Gepäckraumabtrennung,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,05/2023,11229,1,100 kW (136 PS),"ABS,Abstandswarner,Beifahrerairbag,Blendfreies Fernlicht,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,27900
Grau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,Soundsystem,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Diesel,Schaltgetriebe,03/2020,71084,,110 kW (150 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,Blendfreies Fernlicht,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,23890
Schwarz,Grau,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,E10-geeignet,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,09/2021,44352,,100 kW (136 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,23900
Schwarz,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,Behindertengerecht,E10-geeignet,Partikelfilter,Sportfahrwerk,Sportpaket,Sportsitze,Touchscreen",Benzin,Automatik,11/2023,20600,,100 kW (136 PS),"ABS,Abstandstempomat,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,27490
Weiß,Sonstige,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Panoramadach,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat","Bordcomputer,DAB-Radio,Freisprecheinrichtung,Radio","Alufelgen,Innenspiegel automatisch abblendend",Benzin,Automatik,09/2020,9798,3,103 kW (140 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,21890
Grau,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,Behindertengerecht,E10-geeignet,Partikelfilter,Sportfahrwerk,Sportpaket,Sportsitze,Touchscreen,Winterreifen",Benzin,Automatik,11/2023,9097,,100 kW (136 PS),"ABS,Abstandstempomat,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,27640
Weiß,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,Soundsystem,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,E10-geeignet,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,06/2021,64335,,100 kW (136 PS),"ABS,Abstandswarner,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung",Händler,23490
